TransactionID,OrderID,TransactionDate,TransactionTime,DayOfWeek,Month,Quarter,Year,CustomerID,CustomerAgeGroup,Subscription Member,ProductID,ProductName,Category,Season,QuantitySold,UnitSalePrice,UnitCost,Revenue,TotalCost,Profit,GrossMarginPercent,WeekendFlag,StoreID,StoreLocation,City,State
TXN-00022206,ORD-0011591,3/1/2023,13:12:19,Wednesday,March,Q1,2023,CUST-00306,75+,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022207,ORD-0024862,3/1/2023,16:19:30,Wednesday,March,Q1,2023,CUST-02050,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,2,2.99,0.32,5.98,0.64,5.34,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022208,ORD-0024862,3/1/2023,16:19:30,Wednesday,March,Q1,2023,CUST-02050,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022209,ORD-0024862,3/1/2023,16:19:30,Wednesday,March,Q1,2023,CUST-02050,75+,None,BR-001,Chocolate Brownies,Brownies,Spring,3,3.5,0.48,10.5,1.44,9.06,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022210,ORD-0026759,3/2/2023,7:51:49,Thursday,March,Q1,2023,CUST-01399,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022211,ORD-0008854,3/2/2023,9:39:19,Thursday,March,Q1,2023,CUST-05140,35-44,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022212,ORD-0012367,3/2/2023,9:45:08,Thursday,March,Q1,2023,CUST-03600,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022213,ORD-0012367,3/2/2023,9:45:08,Thursday,March,Q1,2023,CUST-03600,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022214,ORD-0012367,3/2/2023,9:45:08,Thursday,March,Q1,2023,CUST-03600,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022215,ORD-0015024,3/2/2023,11:27:59,Thursday,March,Q1,2023,CUST-04865,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022216,ORD-0003611,3/2/2023,15:43:37,Thursday,March,Q1,2023,CUST-00101,75+,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,2,3.99,0.95,7.98,1.9,6.08,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022217,ORD-0003611,3/2/2023,15:43:37,Thursday,March,Q1,2023,CUST-00101,75+,Family,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022218,ORD-0027203,3/3/2023,9:25:08,Friday,March,Q1,2023,CUST-05300,25-34,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022219,ORD-0027203,3/3/2023,9:25:08,Friday,March,Q1,2023,CUST-05300,25-34,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022220,ORD-0029078,3/3/2023,9:30:12,Friday,March,Q1,2023,CUST-03338,65-74,None,BR-002,Walnut Brownies,Brownies,Spring,1,3.5,0.59,3.5,0.59,2.91,83.14,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022221,ORD-0002352,3/3/2023,10:23:18,Friday,March,Q1,2023,CUST-02059,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022222,ORD-0024384,3/3/2023,11:25:34,Friday,March,Q1,2023,CUST-04371,65-74,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022223,ORD-0024384,3/3/2023,11:25:34,Friday,March,Q1,2023,CUST-04371,65-74,None,BR-002,Walnut Brownies,Brownies,Spring,1,3.5,0.59,3.5,0.59,2.91,83.14,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022224,ORD-0024384,3/3/2023,11:25:34,Friday,March,Q1,2023,CUST-04371,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022225,ORD-0017157,3/3/2023,11:43:31,Friday,March,Q1,2023,CUST-00509,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,2,2.99,0.37,5.98,0.74,5.24,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022226,ORD-0023520,3/3/2023,12:28:08,Friday,March,Q1,2023,CUST-02926,25-34,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022227,ORD-0024836,3/3/2023,13:18:54,Friday,March,Q1,2023,CUST-00159,35-44,None,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022228,ORD-0024256,3/4/2023,8:28:31,Saturday,March,Q1,2023,CUST-01455,18-24,Family,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022229,ORD-0024256,3/4/2023,8:28:31,Saturday,March,Q1,2023,CUST-01455,18-24,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022230,ORD-0014937,3/4/2023,8:28:43,Saturday,March,Q1,2023,CUST-05179,65-74,None,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022231,ORD-0014937,3/4/2023,8:28:43,Saturday,March,Q1,2023,CUST-05179,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022232,ORD-0002713,3/4/2023,8:30:46,Saturday,March,Q1,2023,CUST-04447,35-44,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022233,ORD-0006561,3/4/2023,9:13:40,Saturday,March,Q1,2023,CUST-03696,35-44,Basic,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022234,ORD-0028999,3/4/2023,9:39:51,Saturday,March,Q1,2023,CUST-02463,75+,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022235,ORD-0028999,3/4/2023,9:39:51,Saturday,March,Q1,2023,CUST-02463,75+,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022236,ORD-0028999,3/4/2023,9:39:51,Saturday,March,Q1,2023,CUST-02463,75+,None,CP-003,Lemon Cupcake,Cupcakes,Spring,1,4.5,0.76,4.5,0.76,3.74,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022237,ORD-0012189,3/4/2023,9:54:02,Saturday,March,Q1,2023,CUST-00475,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022238,ORD-0012189,3/4/2023,9:54:02,Saturday,March,Q1,2023,CUST-00475,65-74,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022239,ORD-0012189,3/4/2023,9:54:02,Saturday,March,Q1,2023,CUST-00475,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022240,ORD-0021910,3/4/2023,10:46:53,Saturday,March,Q1,2023,CUST-02755,45-54,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022241,ORD-0027798,3/4/2023,11:31:21,Saturday,March,Q1,2023,CUST-01057,55-64,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022242,ORD-0027798,3/4/2023,11:31:21,Saturday,March,Q1,2023,CUST-01057,55-64,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022243,ORD-0009642,3/4/2023,11:49:08,Saturday,March,Q1,2023,CUST-04211,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022244,ORD-0009642,3/4/2023,11:49:08,Saturday,March,Q1,2023,CUST-04211,75+,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022245,ORD-0009642,3/4/2023,11:49:08,Saturday,March,Q1,2023,CUST-04211,75+,None,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022246,ORD-0003371,3/4/2023,11:54:37,Saturday,March,Q1,2023,CUST-02605,25-34,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022247,ORD-0003371,3/4/2023,11:54:37,Saturday,March,Q1,2023,CUST-02605,25-34,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022248,ORD-0018367,3/4/2023,12:13:34,Saturday,March,Q1,2023,CUST-04364,45-54,None,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022249,ORD-0018653,3/4/2023,12:27:11,Saturday,March,Q1,2023,CUST-05182,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022250,ORD-0018653,3/4/2023,12:27:11,Saturday,March,Q1,2023,CUST-05182,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022251,ORD-0019350,3/4/2023,12:30:08,Saturday,March,Q1,2023,CUST-00920,55-64,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022252,ORD-0013530,3/4/2023,12:32:29,Saturday,March,Q1,2023,CUST-01701,75+,Basic,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022253,ORD-0013530,3/4/2023,12:32:29,Saturday,March,Q1,2023,CUST-01701,75+,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022254,ORD-0014550,3/4/2023,12:47:12,Saturday,March,Q1,2023,CUST-02042,25-34,Mystery Box,CP-003,Lemon Cupcake,Cupcakes,Spring,1,4.5,0.76,4.5,0.76,3.74,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022255,ORD-0022065,3/4/2023,13:00:10,Saturday,March,Q1,2023,CUST-04058,75+,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022256,ORD-0008437,3/4/2023,14:09:40,Saturday,March,Q1,2023,CUST-01324,35-44,Basic,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022257,ORD-0008437,3/4/2023,14:09:40,Saturday,March,Q1,2023,CUST-01324,35-44,Basic,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022258,ORD-0004962,3/4/2023,14:17:42,Saturday,March,Q1,2023,CUST-03236,35-44,Mystery Box,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022259,ORD-0005064,3/4/2023,14:18:46,Saturday,March,Q1,2023,CUST-03646,65-74,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022260,ORD-0010872,3/4/2023,14:22:26,Saturday,March,Q1,2023,CUST-03542,75+,None,CP-003,Lemon Cupcake,Cupcakes,Spring,1,4.5,0.76,4.5,0.76,3.74,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022261,ORD-0025028,3/4/2023,15:25:31,Saturday,March,Q1,2023,CUST-04658,55-64,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,2,2.99,0.37,5.98,0.74,5.24,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022262,ORD-0004338,3/4/2023,15:25:41,Saturday,March,Q1,2023,CUST-02622,75+,Basic,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,2,3.99,0.95,7.98,1.9,6.08,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022263,ORD-0004338,3/4/2023,15:25:41,Saturday,March,Q1,2023,CUST-02622,75+,Basic,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022264,ORD-0018574,3/4/2023,16:57:29,Saturday,March,Q1,2023,CUST-02565,65-74,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022265,ORD-0023724,3/5/2023,8:15:00,Sunday,March,Q1,2023,CUST-02955,75+,Mystery Box,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022266,ORD-0025566,3/5/2023,8:17:32,Sunday,March,Q1,2023,CUST-00762,75+,None,BR-001,Chocolate Brownies,Brownies,Spring,2,3.5,0.48,7,0.96,6.04,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022267,ORD-0026712,3/5/2023,8:41:09,Sunday,March,Q1,2023,CUST-01251,45-54,None,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022268,ORD-0005919,3/5/2023,8:56:26,Sunday,March,Q1,2023,CUST-01281,25-34,Family,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022269,ORD-0005919,3/5/2023,8:56:26,Sunday,March,Q1,2023,CUST-01281,25-34,Family,CK-001,Chocolate Chip Cookie,Cookie,Spring,4,2.99,0.32,11.96,1.28,10.68,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022270,ORD-0005919,3/5/2023,8:56:26,Sunday,March,Q1,2023,CUST-01281,25-34,Family,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022271,ORD-0005919,3/5/2023,8:56:26,Sunday,March,Q1,2023,CUST-01281,25-34,Family,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022272,ORD-0018180,3/5/2023,9:02:00,Sunday,March,Q1,2023,CUST-01542,35-44,None,BR-002,Walnut Brownies,Brownies,Spring,2,3.5,0.59,7,1.18,5.82,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022273,ORD-0005610,3/5/2023,9:10:55,Sunday,March,Q1,2023,CUST-01512,35-44,Basic,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022274,ORD-0005610,3/5/2023,9:10:55,Sunday,March,Q1,2023,CUST-01512,35-44,Basic,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022275,ORD-0013447,3/5/2023,9:33:42,Sunday,March,Q1,2023,CUST-03766,55-64,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022276,ORD-0013447,3/5/2023,9:33:42,Sunday,March,Q1,2023,CUST-03766,55-64,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022277,ORD-0014394,3/5/2023,9:58:29,Sunday,March,Q1,2023,CUST-05262,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022278,ORD-0002791,3/5/2023,10:42:17,Sunday,March,Q1,2023,CUST-04843,25-34,Mystery Box,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022279,ORD-0020047,3/5/2023,10:47:04,Sunday,March,Q1,2023,CUST-03564,45-54,None,BR-002,Walnut Brownies,Brownies,Spring,1,3.5,0.59,3.5,0.59,2.91,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022280,ORD-0020047,3/5/2023,10:47:04,Sunday,March,Q1,2023,CUST-03564,45-54,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,3,3.99,0.95,11.97,2.85,9.12,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022281,ORD-0009574,3/5/2023,10:50:25,Sunday,March,Q1,2023,CUST-05244,55-64,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022282,ORD-0005396,3/5/2023,11:20:16,Sunday,March,Q1,2023,CUST-03776,25-34,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022283,ORD-0005396,3/5/2023,11:20:16,Sunday,March,Q1,2023,CUST-03776,25-34,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022284,ORD-0000965,3/5/2023,11:39:54,Sunday,March,Q1,2023,CUST-00415,35-44,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022285,ORD-0009007,3/5/2023,14:03:24,Sunday,March,Q1,2023,CUST-01426,55-64,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022286,ORD-0009007,3/5/2023,14:03:24,Sunday,March,Q1,2023,CUST-01426,55-64,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022287,ORD-0023810,3/5/2023,14:23:45,Sunday,March,Q1,2023,CUST-01618,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022288,ORD-0027414,3/6/2023,8:18:26,Monday,March,Q1,2023,CUST-00850,65-74,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022289,ORD-0025106,3/6/2023,9:04:43,Monday,March,Q1,2023,CUST-02007,55-64,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022290,ORD-0001977,3/6/2023,10:38:33,Monday,March,Q1,2023,CUST-04812,55-64,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,2,4.5,0.88,9,1.76,7.24,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022291,ORD-0000072,3/6/2023,11:55:35,Monday,March,Q1,2023,CUST-01814,45-54,None,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022292,ORD-0004259,3/6/2023,12:14:38,Monday,March,Q1,2023,CUST-01492,18-24,Mystery Box,CK-001,Chocolate Chip Cookie,Cookie,Spring,2,2.99,0.32,5.98,0.64,5.34,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022293,ORD-0004259,3/6/2023,12:14:38,Monday,March,Q1,2023,CUST-01492,18-24,Mystery Box,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022294,ORD-0024770,3/6/2023,12:21:05,Monday,March,Q1,2023,CUST-01750,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022295,ORD-0024770,3/6/2023,12:21:05,Monday,March,Q1,2023,CUST-01750,65-74,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022296,ORD-0024770,3/6/2023,12:21:05,Monday,March,Q1,2023,CUST-01750,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,2,4.5,0.79,9,1.58,7.42,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022297,ORD-0012659,3/6/2023,15:14:08,Monday,March,Q1,2023,CUST-02530,75+,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022298,ORD-0012659,3/6/2023,15:14:08,Monday,March,Q1,2023,CUST-02530,75+,None,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022299,ORD-0018651,3/6/2023,17:21:00,Monday,March,Q1,2023,CUST-04835,65-74,None,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022300,ORD-0005722,3/7/2023,7:00:00,Tuesday,March,Q1,2023,CUST-04342,45-54,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022301,ORD-0005722,3/7/2023,7:00:00,Tuesday,March,Q1,2023,CUST-04342,45-54,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00022302,ORD-0003875,3/7/2023,7:59:56,Tuesday,March,Q1,2023,CUST-00737,75+,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
